epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,463.775,0.43747,0.69903,0.98773,1,0.98502,0.995,0.83908,0.64964,1.14808,1.11505,0.000581,0.000581,0.000581
45,474.138,0.46735,0.65656,1.05216,1,0.98502,0.995,0.83908,0.64964,1.14808,1.11505,0.000548,0.000548,0.000548
46,484.569,0.49959,0.62889,0.97194,0.87724,0.88889,0.96278,0.84635,0.61619,1.1845,1.08144,0.000515,0.000515,0.000515
47,495.024,0.45025,0.58227,0.97503,0.79442,1,0.96278,0.83063,0.5641,1.23534,1.06219,0.000482,0.000482,0.000482
48,505.397,0.38024,0.55696,0.96079,0.89992,0.99924,0.973,0.85159,0.55959,1.1926,1.07019,0.000449,0.000449,0.000449
49,515.744,0.47467,0.63336,1.10709,0.89992,0.99924,0.973,0.85159,0.55959,1.1926,1.07019,0.000416,0.000416,0.000416
50,526.093,0.46933,0.59195,0.98938,0.89532,1,0.984,0.86236,0.55728,1.08439,1.06789,0.000383,0.000383,0.000383
51,536.5,0.36501,1.02163,0.96325,1,0.99526,0.995,0.85024,0.57165,1.06313,1.09297,0.00035,0.00035,0.00035
52,546.911,0.29908,0.92366,0.88806,1,0.99592,0.995,0.83371,0.64406,1.18373,1.14661,0.000317,0.000317,0.000317
53,557.157,0.31442,0.88987,0.8656,1,0.99592,0.995,0.83371,0.64406,1.18373,1.14661,0.000284,0.000284,0.000284
54,567.305,0.33264,0.90584,0.89175,0.88839,1,0.984,0.79506,0.65967,1.2837,1.17886,0.000251,0.000251,0.000251
55,577.444,0.51558,1.9053,1.13953,0.89431,1,0.984,0.79499,0.59396,1.28482,1.14152,0.000218,0.000218,0.000218
56,587.527,0.36786,0.93088,0.9333,0.89373,1,0.984,0.85573,0.56002,1.28635,1.11191,0.000185,0.000185,0.000185
57,597.577,0.32662,0.8865,0.89009,0.89373,1,0.984,0.85573,0.56002,1.28635,1.11191,0.000152,0.000152,0.000152
58,607.94,0.39104,0.93303,1.03554,0.89322,1,0.984,0.87129,0.51535,1.27166,1.07922,0.000119,0.000119,0.000119
59,618.195,0.25685,0.91635,0.93852,1,0.98045,0.995,0.89664,0.49137,1.23503,1.05126,8.6e-05,8.6e-05,8.6e-05
60,628.295,0.26857,0.8258,0.82957,1,0.99857,0.995,0.89221,0.47994,1.20025,1.0376,5.3e-05,5.3e-05,5.3e-05
