epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,26423.1,0.3918,0.42411,0.95775,0.05422,0.05139,0.05485,0.05193,0.35137,7.85213,0.92253,2.12936e-05,2.12936e-05,2.12936e-05
40,26941.5,0.38356,0.39951,0.95476,0.05416,0.04484,0.05084,0.04807,0.34862,7.89745,0.91974,1.95908e-05,1.95908e-05,1.95908e-05
41,27479.9,0.3195,0.1914,0.9198,0.05388,0.0462,0.05129,0.04846,0.38178,8.04744,0.93905,1.7888e-05,1.7888e-05,1.7888e-05
42,28059.3,0.31425,0.18379,0.91325,0.05431,0.04559,0.04803,0.0452,0.36367,8.03706,0.9268,1.61852e-05,1.61852e-05,1.61852e-05
43,28656.8,0.30929,0.17895,0.91124,0.05419,0.04584,0.05244,0.05003,0.36791,8.06123,0.92969,1.44824e-05,1.44824e-05,1.44824e-05
44,30208.7,0.30633,0.17561,0.90868,0.05469,0.0511,0.05538,0.05277,0.38934,8.1418,0.94514,1.27796e-05,1.27796e-05,1.27796e-05
45,30724.4,0.30122,0.16822,0.90493,0.0541,0.04585,0.05116,0.04887,0.36962,8.10033,0.93099,1.10768e-05,1.10768e-05,1.10768e-05
46,31239.6,0.29462,0.16142,0.90103,0.05401,0.04563,0.04927,0.04698,0.36287,8.14601,0.92632,9.374e-06,9.374e-06,9.374e-06
47,31756.3,0.29233,0.1577,0.90086,0.05373,0.0457,0.05029,0.04774,0.35278,8.13664,0.9188,7.6712e-06,7.6712e-06,7.6712e-06
48,32272.8,0.28644,0.15334,0.90016,0.05315,0.04873,0.05317,0.05056,0.35112,8.16956,0.91761,5.9684e-06,5.9684e-06,5.9684e-06
49,32872,0.28302,0.15091,0.89535,0.05408,0.05017,0.05402,0.05135,0.34953,8.19146,0.91662,4.2656e-06,4.2656e-06,4.2656e-06
50,33611.6,0.28192,0.14765,0.89456,0.05302,0.04888,0.05353,0.05111,0.34963,8.19908,0.91667,2.5628e-06,2.5628e-06,2.5628e-06
