epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,5102.2,0.31026,0.58482,0.97869,0.97026,0.93905,0.98353,0.9282,0.26371,0.2722,0.81672,0.005842,0.005842,0.005842
23,5330.32,0.30575,0.56822,0.97425,0.97351,0.94879,0.98585,0.93091,0.26322,0.26132,0.81976,0.005644,0.005644,0.005644
24,5557.68,0.30428,0.56007,0.97761,0.97075,0.94666,0.98678,0.93334,0.25713,0.2392,0.8092,0.005446,0.005446,0.005446
25,5786.51,0.30253,0.55549,0.97593,0.9791,0.94825,0.98867,0.93471,0.25769,0.24412,0.81252,0.005248,0.005248,0.005248
26,6015.1,0.29654,0.53957,0.97182,0.97169,0.95713,0.98829,0.9343,0.25826,0.23302,0.81516,0.00505,0.00505,0.00505
27,6243.76,0.29513,0.53649,0.97279,0.98191,0.94916,0.98892,0.93572,0.25925,0.23916,0.81376,0.004852,0.004852,0.004852
28,6471.82,0.28963,0.51774,0.96795,0.97424,0.96249,0.99025,0.93737,0.25655,0.24923,0.8138,0.004654,0.004654,0.004654
29,6699.7,0.29361,0.51044,0.96895,0.97987,0.96071,0.99055,0.93659,0.25198,0.21906,0.80752,0.004456,0.004456,0.004456
30,6927.48,0.28732,0.50586,0.96707,0.9869,0.95839,0.99061,0.93974,0.24769,0.22498,0.80309,0.004258,0.004258,0.004258
31,7155.78,0.28746,0.49097,0.9694,0.98643,0.9552,0.99112,0.93955,0.24531,0.22557,0.80147,0.00406,0.00406,0.00406
32,7383.02,0.28183,0.4771,0.96367,0.97457,0.97255,0.99176,0.94053,0.24692,0.21993,0.80148,0.003862,0.003862,0.003862
33,7610.57,0.28444,0.47626,0.96528,0.98537,0.96406,0.9923,0.94138,0.24642,0.22107,0.80211,0.003664,0.003664,0.003664
34,7839.51,0.28311,0.47009,0.9659,0.98195,0.9671,0.99183,0.94304,0.24233,0.21704,0.79508,0.003466,0.003466,0.003466
35,8067.93,0.27994,0.46073,0.96788,0.98796,0.96476,0.99209,0.9424,0.2436,0.21279,0.79753,0.003268,0.003268,0.003268
36,8295.67,0.27389,0.44818,0.96314,0.98181,0.96949,0.99227,0.94214,0.24459,0.20602,0.79813,0.00307,0.00307,0.00307
37,8524.11,0.27283,0.44554,0.96197,0.98806,0.96808,0.99286,0.94185,0.24401,0.21159,0.7979,0.002872,0.002872,0.002872
38,8751.82,0.26997,0.43717,0.96039,0.98506,0.97134,0.99268,0.94268,0.24026,0.19437,0.79425,0.002674,0.002674,0.002674
39,8980.73,0.26896,0.43016,0.96136,0.98847,0.96766,0.99275,0.94438,0.23929,0.1916,0.79332,0.002476,0.002476,0.002476
40,9209.69,0.26695,0.41925,0.95975,0.98729,0.96987,0.99293,0.94457,0.23727,0.19373,0.79209,0.002278,0.002278,0.002278
41,9450.47,0.21924,0.21626,0.9342,0.98454,0.97361,0.99301,0.94674,inf,0.18458,0.78781,0.00208,0.00208,0.00208
42,9682.1,0.21463,0.20971,0.92777,0.98887,0.97107,0.99303,0.94735,0.22952,0.18435,0.7853,0.001882,0.001882,0.001882
43,9912.79,0.21065,0.2012,0.92622,0.9884,0.97222,0.99329,0.94836,0.22736,0.17409,0.78267,0.001684,0.001684,0.001684
44,10143.1,0.20698,0.18589,0.92677,0.99201,0.97136,0.99322,0.94876,0.22622,0.17063,0.78211,0.001486,0.001486,0.001486
45,10373.8,0.20355,0.17881,0.92251,0.99097,0.97386,0.99355,0.94908,inf,0.16948,0.77989,0.001288,0.001288,0.001288
46,10604.4,0.20104,0.17143,0.91932,0.98813,0.9787,0.9936,0.94946,0.22319,0.16804,0.77936,0.00109,0.00109,0.00109
47,10835.1,0.19639,0.16601,0.91984,0.98862,0.97897,0.99373,0.95018,0.22228,0.16947,0.77846,0.000892,0.000892,0.000892
48,11066.2,0.19413,0.15465,0.91599,0.98595,0.98054,0.99377,0.94983,0.2213,0.17508,0.7774,0.000694,0.000694,0.000694
49,11296.8,0.19191,0.14827,0.91607,0.98768,0.9801,0.9937,0.95021,0.22081,0.17463,0.77677,0.000496,0.000496,0.000496
50,11528,0.18967,0.14468,0.91388,0.98766,0.97976,0.99371,0.95102,0.22029,0.1753,0.7763,0.000298,0.000298,0.000298
