epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,6684.49,0.52902,0.77688,1.03934,0.9017,0.91869,0.95886,0.88936,0.38859,0.4173,0.91635,0.000121196,0.000121196,0.000121196
43,6842.82,0.52193,0.76239,1.03838,0.90463,0.92249,0.95614,0.88997,0.39315,0.38632,0.91315,0.000119177,0.000119177,0.000119177
44,7001.55,0.51916,0.74115,1.03109,0.90095,0.91547,0.9572,0.88355,0.40579,0.42352,0.92723,0.000117157,0.000117157,0.000117157
45,7160.19,0.51194,0.75479,1.03276,0.90311,0.93039,0.96365,0.8828,0.44059,0.39119,0.94871,0.000115138,0.000115138,0.000115138
46,7318.48,0.50952,0.7247,1.0278,0.91772,0.9274,0.96526,0.89979,0.39128,0.37008,0.91407,0.000113118,0.000113118,0.000113118
47,7477.27,0.50336,0.71171,1.02507,0.91527,0.92041,0.96348,0.90134,0.37783,0.39193,0.91078,0.000111098,0.000111098,0.000111098
48,7635.86,0.51071,0.71522,1.02827,0.90396,0.91721,0.95875,0.88713,0.40515,0.39568,0.92189,0.000109079,0.000109079,0.000109079
49,7794.29,0.50535,0.71132,1.02994,0.92263,0.92641,0.96288,0.89008,0.40832,0.37582,0.92601,0.000107059,0.000107059,0.000107059
50,7952.55,0.49852,0.7036,1.0207,0.89844,0.93388,0.96216,0.89613,0.38262,0.38008,0.91229,0.00010504,0.00010504,0.00010504
51,8111.08,0.50682,0.71499,1.03128,0.90838,0.92942,0.95989,0.89003,0.40398,0.38175,0.91979,0.00010302,0.00010302,0.00010302
52,8269.72,0.49697,0.68511,1.02646,0.91623,0.92498,0.96375,0.89461,0.39955,0.37919,0.92732,0.000101,0.000101,0.000101
53,8427.93,0.49317,0.68085,1.02053,0.91405,0.93316,0.96526,0.89809,0.39811,0.3506,0.91857,9.89808e-05,9.89808e-05,9.89808e-05
54,8586.4,0.49212,0.65995,1.02254,0.92611,0.92997,0.96373,0.89701,0.3906,0.35223,0.91552,9.69612e-05,9.69612e-05,9.69612e-05
55,8744.85,0.49573,0.66667,1.02597,0.92803,0.94252,0.96466,0.90836,0.36406,0.34508,0.89382,9.49416e-05,9.49416e-05,9.49416e-05
56,8903.52,0.48539,0.65232,1.01027,0.91832,0.92042,0.96428,0.89485,0.40014,0.37822,0.91937,9.2922e-05,9.2922e-05,9.2922e-05
57,9061.96,0.4881,0.6596,1.02039,0.90538,0.92329,0.96645,0.91505,0.34987,0.36201,0.88429,9.09024e-05,9.09024e-05,9.09024e-05
58,9220.81,0.48379,0.64984,1.01664,0.93521,0.92602,0.96811,0.91194,0.36302,0.33711,0.88931,8.88828e-05,8.88828e-05,8.88828e-05
59,9379.64,0.483,0.6348,1.0166,0.92397,0.92829,0.96299,0.89762,0.38353,0.35859,0.90455,8.68632e-05,8.68632e-05,8.68632e-05
60,9538.12,0.48249,0.62078,1.01858,0.90768,0.93005,0.96315,0.90664,0.3675,0.36782,0.8978,8.48436e-05,8.48436e-05,8.48436e-05
61,9696.69,0.46943,0.61067,1.00999,0.92703,0.92611,0.96754,0.91253,0.35798,0.34813,0.8918,8.2824e-05,8.2824e-05,8.2824e-05
62,9855.7,0.47178,0.59811,1.00894,0.92463,0.92147,0.96517,0.90559,0.3832,0.36019,0.90375,8.08044e-05,8.08044e-05,8.08044e-05
63,10015.1,0.47598,0.60911,1.01232,0.93968,0.92215,0.97147,0.91255,0.36272,0.34498,0.8965,7.87848e-05,7.87848e-05,7.87848e-05
64,10174,0.47206,0.60078,1.00757,0.92846,0.93783,0.96578,0.90971,0.37286,0.36317,0.90125,7.67652e-05,7.67652e-05,7.67652e-05
65,10332.7,0.46658,0.60133,1.00366,0.92545,0.92612,0.96933,0.9087,0.38057,0.35225,0.90504,7.47456e-05,7.47456e-05,7.47456e-05
66,10491.8,0.47342,0.59845,1.00739,0.93441,0.93103,0.97044,0.91105,0.37208,0.34102,0.90534,7.2726e-05,7.2726e-05,7.2726e-05
67,10650.5,0.46637,0.5823,1.00497,0.92168,0.93448,0.97178,0.91482,0.36836,0.33002,0.897,7.07064e-05,7.07064e-05,7.07064e-05
68,10809.6,0.45972,0.57583,1.00417,0.91805,0.92871,0.96764,0.91072,0.36834,0.33664,0.89697,6.86868e-05,6.86868e-05,6.86868e-05
69,10968.4,0.45588,0.57088,0.99922,0.92024,0.93632,0.9695,0.91592,0.35433,0.3304,0.89028,6.66672e-05,6.66672e-05,6.66672e-05
70,11127.5,0.45568,0.55967,1.00447,0.92046,0.95022,0.97424,0.91507,0.3698,0.32116,0.89854,6.46476e-05,6.46476e-05,6.46476e-05
71,11286.1,0.456,0.55448,1.00447,0.93168,0.93669,0.97308,0.91684,0.36218,0.31896,0.88558,6.2628e-05,6.2628e-05,6.2628e-05
72,11445.6,0.45716,0.57552,1.0024,0.93159,0.93737,0.96685,0.91193,0.3509,0.33041,0.8814,6.06084e-05,6.06084e-05,6.06084e-05
73,11604.6,0.45404,0.54739,0.9973,0.94237,0.9393,0.97143,0.9168,0.35827,0.3122,0.88398,5.85888e-05,5.85888e-05,5.85888e-05
74,11763.6,0.45346,0.54541,1.00182,0.9474,0.94169,0.97515,0.91828,0.36354,0.30874,0.89126,5.65692e-05,5.65692e-05,5.65692e-05
75,11922.8,0.44929,0.54608,0.99841,0.94355,0.92761,0.97135,0.92007,0.35458,0.31569,0.8863,5.45496e-05,5.45496e-05,5.45496e-05
76,12081.8,0.44453,0.5297,0.99489,0.9472,0.93529,0.97483,0.92455,0.34427,0.29966,0.87651,5.253e-05,5.253e-05,5.253e-05
77,12240.7,0.43832,0.52024,0.99291,0.9578,0.9318,0.97676,0.9232,0.3517,0.28407,0.88091,5.05104e-05,5.05104e-05,5.05104e-05
78,12399.4,0.43998,0.51246,0.99701,0.95415,0.94139,0.97505,0.92488,0.34669,0.2811,0.87744,4.84908e-05,4.84908e-05,4.84908e-05
79,12558.1,0.43759,0.53214,0.99231,0.94842,0.93754,0.97274,0.91858,0.35317,0.30011,0.8809,4.64712e-05,4.64712e-05,4.64712e-05
80,12716.9,0.43902,0.50519,0.98776,0.93788,0.94104,0.97292,0.92097,0.35289,0.30581,0.87699,4.44516e-05,4.44516e-05,4.44516e-05
81,12875.9,0.43254,0.50977,0.98966,0.93994,0.94886,0.97567,0.92225,0.35209,0.30457,0.88184,4.2432e-05,4.2432e-05,4.2432e-05
82,13034.9,0.43106,0.50667,0.99043,0.9361,0.93921,0.97304,0.92468,0.34748,0.30147,0.87825,4.04124e-05,4.04124e-05,4.04124e-05
83,13193.7,0.43344,0.50435,0.98615,0.94893,0.94625,0.97487,0.92236,0.36073,0.28849,0.8881,3.83928e-05,3.83928e-05,3.83928e-05
84,13352.7,0.42973,0.48852,0.99004,0.93311,0.94907,0.97416,0.92254,0.35037,0.29999,0.8794,3.63732e-05,3.63732e-05,3.63732e-05
85,13511.6,0.42758,0.49936,0.98496,0.94311,0.93134,0.9758,0.91843,0.37051,0.3018,0.89723,3.43536e-05,3.43536e-05,3.43536e-05
86,13670.6,0.42282,0.47757,0.98509,0.93773,0.95172,0.97438,0.92228,0.35168,0.28865,0.88045,3.2334e-05,3.2334e-05,3.2334e-05
87,13829.4,0.42293,0.4681,0.98338,0.94492,0.9343,0.97376,0.92553,0.33929,0.29114,0.87201,3.03144e-05,3.03144e-05,3.03144e-05
