epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3092.56,0.62717,0.52824,1.14313,0.98855,0.98037,0.99355,0.88041,0.39983,0.41567,0.85414,0.000656,0.000656,0.000656
26,3214.57,0.61908,0.52006,1.14172,0.98865,0.97208,0.99289,0.87903,0.39776,0.37532,0.84991,0.00063125,0.00063125,0.00063125
27,3336.69,0.61736,0.51213,1.13784,0.98302,0.97347,0.99188,0.87804,0.39997,0.56549,0.86097,0.0006065,0.0006065,0.0006065
28,3458.47,0.60786,0.50868,1.13047,0.99103,0.97,0.99197,0.87845,0.40428,0.46177,0.86213,0.00058175,0.00058175,0.00058175
29,3580.42,0.6007,0.49586,1.12614,0.97893,0.97897,0.9923,0.88318,0.39331,0.39229,0.85154,0.000557,0.000557,0.000557
30,3702.36,0.60413,0.50013,1.13116,0.98474,0.98305,0.99321,0.88226,0.40099,0.41338,0.86225,0.00053225,0.00053225,0.00053225
31,3824.26,0.59403,0.4838,1.12059,0.9895,0.9714,0.99209,0.88168,0.39946,0.44292,0.85777,0.0005075,0.0005075,0.0005075
32,3946.28,0.59334,0.4734,1.12149,0.99227,0.97946,0.99357,0.8903,0.38942,0.43112,0.84024,0.00048275,0.00048275,0.00048275
33,4069.25,0.59604,0.4796,1.12324,0.99458,0.97931,0.99426,0.89064,0.395,0.46564,0.84701,0.000458,0.000458,0.000458
34,4192.11,0.58525,0.46031,1.11541,0.99061,0.98007,0.99362,0.88777,0.39024,0.62303,0.84097,0.00043325,0.00043325,0.00043325
35,4314.89,0.58141,0.45146,1.1149,0.9782,0.98091,0.99011,0.87792,0.40993,0.45142,0.86755,0.0004085,0.0004085,0.0004085
36,4437.5,0.57508,0.44557,1.11073,0.98722,0.98549,0.99309,0.88795,0.39566,0.28596,0.8509,0.00038375,0.00038375,0.00038375
37,4560.17,0.58309,0.44786,1.11324,0.98213,0.9849,0.99246,0.88681,0.39352,0.50873,0.85095,0.000359,0.000359,0.000359
38,4682.13,0.56872,0.43983,1.10796,0.98836,0.98703,0.99283,0.88392,0.40322,0.39441,0.86512,0.00033425,0.00033425,0.00033425
39,4804.27,0.5676,0.43244,1.10766,0.98588,0.98866,0.99332,0.88733,0.39484,0.47011,0.85216,0.0003095,0.0003095,0.0003095
40,4927.08,0.5669,0.42389,1.10534,0.99064,0.98511,0.99363,0.89336,0.38858,0.30538,0.84092,0.00028475,0.00028475,0.00028475
41,5065.62,0.4394,0.23151,1.09773,0.98944,0.97593,0.99321,0.88459,0.39206,0.39065,0.84734,0.00026,0.00026,0.00026
42,5190.36,0.43482,0.21913,1.09724,0.99176,0.98843,0.99404,0.89057,0.39037,0.33233,0.8485,0.00023525,0.00023525,0.00023525
43,5312.07,0.42518,0.21503,1.08629,0.98321,0.98978,0.99438,0.89273,0.3836,0.32279,0.83842,0.0002105,0.0002105,0.0002105
44,5433.46,0.42191,0.20862,1.08314,0.99357,0.98202,0.99351,0.89167,0.38686,0.36802,0.84111,0.00018575,0.00018575,0.00018575
45,5553.72,0.41478,0.20638,1.07699,0.98263,0.99209,0.99428,0.89266,0.38602,0.31819,0.84474,0.000161,0.000161,0.000161
46,5674.35,0.40655,0.19923,1.07312,0.98631,0.99357,0.99435,0.89462,0.38429,0.26039,0.84057,0.00013625,0.00013625,0.00013625
47,5794.83,0.40567,0.19538,1.06862,0.99163,0.98717,0.99421,0.89703,0.3831,0.24463,0.83975,0.0001115,0.0001115,0.0001115
48,5915.18,0.40078,0.19119,1.06487,0.99432,0.9843,0.9944,0.89887,0.38566,0.2646,0.84249,8.675e-05,8.675e-05,8.675e-05
49,6035.51,0.39601,0.18888,1.06217,0.9973,0.98333,0.99467,0.89778,0.38524,0.30177,0.84107,6.2e-05,6.2e-05,6.2e-05
50,6155.81,0.39304,0.18645,1.0581,0.98668,0.99043,0.99457,0.89885,0.38557,0.30526,0.84024,3.725e-05,3.725e-05,3.725e-05
