epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,17254.1,0.33101,0.52955,0.95034,0.9846,0.96415,0.99183,0.93373,0.28184,0.25315,0.82595,0.002476,0.002476,0.002476
78,17477.6,0.32901,0.52803,0.95098,0.98414,0.96523,0.99187,0.93423,0.28122,0.25146,0.8254,0.002377,0.002377,0.002377
79,17700.6,0.32948,0.5181,0.94949,0.98573,0.96411,0.9919,0.93436,0.28078,0.24931,0.82496,0.002278,0.002278,0.002278
80,17925.1,0.32297,0.50956,0.94808,0.98412,0.96594,0.99192,0.93463,0.28043,0.24817,0.82453,0.002179,0.002179,0.002179
81,18148.4,0.32435,0.51183,0.94697,0.98478,0.96605,0.9919,0.93481,0.28004,0.24796,0.82411,0.00208,0.00208,0.00208
82,18372.8,0.32263,0.50598,0.94695,0.98507,0.96644,0.99187,0.93485,0.27959,0.24891,0.82364,0.001981,0.001981,0.001981
83,18596.9,0.3208,0.49453,0.94536,0.98625,0.96603,0.99187,0.9348,0.27941,0.2497,0.82341,0.001882,0.001882,0.001882
84,18820.5,0.32307,0.49683,0.94625,0.98643,0.96627,0.9919,0.93512,0.27892,0.2499,0.82304,0.001783,0.001783,0.001783
85,19044.1,0.32245,0.4912,0.94782,0.98625,0.96722,0.99194,0.93526,0.27869,0.24906,0.82286,0.001684,0.001684,0.001684
86,19267.9,0.3199,0.47829,0.94587,0.98661,0.9672,0.99196,0.93508,0.27826,0.24834,0.82257,0.001585,0.001585,0.001585
87,19491.8,0.31738,0.48868,0.94741,0.98623,0.96764,0.99197,0.93498,0.27811,0.24791,0.82249,0.001486,0.001486,0.001486
88,19715.9,0.31839,0.48632,0.94514,0.98625,0.96773,0.99199,0.93518,0.27803,0.24761,0.82244,0.001387,0.001387,0.001387
89,19938.8,0.31062,0.47201,0.94007,0.98533,0.96766,0.99205,0.93554,0.27788,0.24662,0.82231,0.001288,0.001288,0.001288
90,20162.7,0.31028,0.471,0.94234,0.98666,0.96734,0.99209,0.93554,0.27771,0.24584,0.82222,0.001189,0.001189,0.001189
91,20397.3,0.23938,0.28851,0.96228,0.98541,0.96791,0.99212,0.93556,0.27749,0.24464,0.82195,0.00109,0.00109,0.00109
92,20620.2,0.23732,0.27384,0.95826,0.98381,0.97001,0.99213,0.93589,0.27723,0.24308,0.82165,0.000991,0.000991,0.000991
93,20844.1,0.2332,0.26267,0.95462,0.98377,0.97013,0.99215,0.93581,0.27696,0.2411,0.8214,0.000892,0.000892,0.000892
94,21068,0.2283,0.24956,0.95649,0.98452,0.97053,0.99217,0.93598,0.27671,0.23932,0.82113,0.000793,0.000793,0.000793
95,21292.5,0.2255,0.23962,0.95369,0.98463,0.97067,0.99216,0.93576,0.27649,0.2379,0.82087,0.000694,0.000694,0.000694
96,21516.6,0.22477,0.23705,0.95485,0.98419,0.97112,0.99219,0.93591,0.27633,0.23687,0.8206,0.000595,0.000595,0.000595
97,21741.4,0.2237,0.23174,0.95513,0.98426,0.97178,0.99222,0.93618,0.27611,0.23576,0.82031,0.000496,0.000496,0.000496
98,21965.6,0.2217,0.2288,0.95159,0.98438,0.97239,0.99222,0.93614,0.27581,0.2345,0.81994,0.000397,0.000397,0.000397
99,22188.3,0.21972,0.22267,0.9524,0.98398,0.97255,0.99223,0.93609,0.27547,0.23299,0.8196,0.000298,0.000298,0.000298
100,22412.1,0.21594,0.22182,0.95071,0.98349,0.9727,0.99223,0.93655,0.27514,0.23194,0.81924,0.000199,0.000199,0.000199
