epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,208.777,0.53516,1.31185,1.08804,0.96834,0.96461,0.99045,0.88221,0.3945,1.29863,0.9042,0.000370081,0.000370081,0.000370081
2,400.779,0.52985,0.59044,1.08924,0.97433,0.96841,0.99094,0.88523,0.3849,0.47165,0.89471,0.000725754,0.000725754,0.000725754
3,596.269,0.54652,0.54465,1.09627,0.97538,0.97471,0.9914,0.89701,0.36819,0.34232,0.87449,0.00106676,0.00106676,0.00106676
4,790.139,0.55107,0.53455,1.10322,0.96019,0.96438,0.9901,0.88937,0.38148,0.281,0.89202,0.00104501,0.00104501,0.00104501
5,987.586,0.54908,0.51515,1.09668,0.97277,0.98209,0.99221,0.89242,0.3715,0.34486,0.87521,0.00102301,0.00102301,0.00102301
6,1180.08,0.54089,0.50865,1.09343,0.97339,0.96955,0.98843,0.89303,0.36613,0.57948,0.87453,0.00100101,0.00100101,0.00100101
7,1367.77,0.53982,0.50137,1.09474,0.983,0.96967,0.99227,0.89994,0.35984,0.31946,0.87003,0.000979013,0.000979013,0.000979013
8,1554.22,0.5403,0.49018,1.09577,0.98003,0.98004,0.99333,0.8994,0.37022,0.25137,0.88134,0.000957015,0.000957015,0.000957015
9,1740.37,0.53114,0.47715,1.08893,0.98129,0.96507,0.99141,0.89567,0.36856,0.51573,0.88084,0.000935018,0.000935018,0.000935018
10,1924.13,0.53371,0.48212,1.09169,0.97722,0.97876,0.99262,0.89387,0.37359,0.31005,0.88708,0.00091302,0.00091302,0.00091302
11,2111.82,0.5327,0.47579,1.09094,0.98095,0.98171,0.99319,0.89718,0.36556,0.26397,0.88294,0.000891022,0.000891022,0.000891022
12,2296.67,0.52294,0.46994,1.08829,0.9875,0.9768,0.99178,0.90229,0.35605,0.25199,0.86918,0.000869024,0.000869024,0.000869024
13,2484.16,0.51843,0.45826,1.083,0.97836,0.97779,0.99278,0.8996,0.36004,0.28042,0.87404,0.000847026,0.000847026,0.000847026
14,2670.09,0.51846,0.44795,1.0812,0.9888,0.97587,0.99287,0.90371,0.35389,0.23353,0.8646,0.000825029,0.000825029,0.000825029
15,2861.73,0.52411,0.44627,1.08271,0.98053,0.97897,0.99359,0.90494,0.3512,0.27358,0.86544,0.000803031,0.000803031,0.000803031
16,3047.41,0.51184,0.4361,1.0788,0.97826,0.98497,0.99138,0.89667,0.36097,0.26633,0.87862,0.000781033,0.000781033,0.000781033
17,3239.3,0.50941,0.4308,1.07793,0.98946,0.98088,0.99393,0.90311,0.35506,0.24049,0.87339,0.000759035,0.000759035,0.000759035
18,3424.11,0.5148,0.42728,1.07946,0.98755,0.98472,0.99397,0.90452,0.35526,0.214,0.87456,0.000737037,0.000737037,0.000737037
19,3615.31,0.50835,0.41799,1.07507,0.98639,0.98943,0.9942,0.906,0.35066,0.23781,0.86552,0.00071504,0.00071504,0.00071504
20,3800.57,0.5035,0.4158,1.07345,0.99397,0.98461,0.99459,0.90605,0.35219,0.26112,0.87001,0.000693042,0.000693042,0.000693042
21,3992.16,0.50224,0.41152,1.07094,0.98828,0.98412,0.99348,0.90432,0.34891,0.23061,0.86598,0.000671044,0.000671044,0.000671044
22,4178.36,0.50429,0.41336,1.07455,0.98707,0.98731,0.99414,0.89743,0.3616,0.22788,0.88754,0.000649046,0.000649046,0.000649046
23,4370.39,0.50009,0.40795,1.0724,0.98717,0.99213,0.99386,0.90396,0.3476,0.21387,0.8645,0.000627048,0.000627048,0.000627048
24,4556.26,0.49203,0.40389,1.06826,0.99218,0.97919,0.99384,0.90654,0.34411,0.24619,0.85995,0.000605051,0.000605051,0.000605051
25,4748.01,0.48949,0.39717,1.06374,0.9915,0.98654,0.99408,0.91218,0.33947,0.24205,0.85397,0.000583053,0.000583053,0.000583053
26,4933.29,0.48352,0.39002,1.06041,0.99269,0.9856,0.99455,0.91114,0.34291,0.19541,0.85807,0.000561055,0.000561055,0.000561055
27,5124.39,0.4876,0.38318,1.06129,0.99271,0.98226,0.9939,0.91199,0.34571,0.20824,0.86045,0.000539057,0.000539057,0.000539057
28,5308.86,0.47693,0.38209,1.05828,0.98912,0.9903,0.99467,0.91189,0.33768,0.19026,0.85223,0.000517059,0.000517059,0.000517059
29,5500.02,0.47974,0.37214,1.05733,0.99432,0.98759,0.99468,0.91014,0.34426,0.1904,0.85939,0.000495062,0.000495062,0.000495062
30,5685.44,0.47616,0.37087,1.05756,0.98855,0.98691,0.99453,0.90992,0.34583,0.18765,0.86295,0.000473064,0.000473064,0.000473064
31,5876.75,0.47849,0.36761,1.05849,0.99449,0.98406,0.99458,0.9067,0.34732,0.18119,0.86487,0.000451066,0.000451066,0.000451066
32,6062.04,0.4731,0.36851,1.05472,0.99074,0.98763,0.99359,0.90902,0.34678,0.1868,0.8633,0.000429068,0.000429068,0.000429068
33,6253.09,0.47505,0.36503,1.0553,0.99538,0.98593,0.99418,0.91034,0.34621,0.18602,0.86279,0.00040707,0.00040707,0.00040707
34,6438.6,0.46629,0.35657,1.05257,0.99433,0.98819,0.99419,0.91078,0.34536,0.18827,0.86346,0.000385073,0.000385073,0.000385073
35,6629.88,0.46803,0.35708,1.05269,0.99682,0.99028,0.99469,0.90881,0.3443,0.18144,0.86218,0.000363075,0.000363075,0.000363075
36,6815.18,0.46528,0.35133,1.05141,0.99497,0.99137,0.99482,0.91235,0.34039,0.18211,0.85772,0.000341077,0.000341077,0.000341077
37,7006.77,0.45882,0.34944,1.04857,0.99526,0.99089,0.99475,0.91297,0.33888,0.1736,0.85782,0.000319079,0.000319079,0.000319079
38,7192.03,0.4533,0.34158,1.046,0.99259,0.99172,0.99473,0.91322,0.34645,0.18817,0.86868,0.000297081,0.000297081,0.000297081
39,7383.92,0.45883,0.34701,1.04974,0.9928,0.99138,0.99478,0.91235,0.34593,0.18908,0.86853,0.000275084,0.000275084,0.000275084
40,7568.55,0.45191,0.33536,1.04669,0.9954,0.99039,0.99483,0.91283,0.34558,0.17247,0.86623,0.000253086,0.000253086,0.000253086
