epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,7498.29,0.1963,0.80031,0.92167,0.97888,0.96578,0.98791,0.96646,0.17128,0.20483,0.78008,0.006634,0.006634,0.006634
19,7911.75,0.19184,0.78035,0.91885,0.98026,0.96571,0.98877,0.9682,0.16956,0.20815,0.7796,0.006436,0.006436,0.006436
20,8326.75,0.1896,0.76289,0.91758,0.98027,0.96521,0.98896,0.96823,0.16656,0.19938,0.77774,0.006238,0.006238,0.006238
21,8739.84,0.19158,0.74841,0.92035,0.98156,0.96862,0.98936,0.96884,0.1637,0.19193,0.77367,0.00604,0.00604,0.00604
22,9154.5,0.18699,0.73249,0.9188,0.98292,0.97046,0.98971,0.96889,0.16298,0.18578,0.77304,0.005842,0.005842,0.005842
23,9567.55,0.1864,0.71523,0.91861,0.98468,0.96916,0.99039,0.96989,0.16021,0.1848,0.76979,0.005644,0.005644,0.005644
24,9982.51,0.18166,0.70369,0.91616,0.9823,0.97244,0.99025,0.97041,0.15659,0.18486,0.76666,0.005446,0.005446,0.005446
25,10396.2,0.18222,0.69411,0.91448,0.98574,0.97017,0.99043,0.97046,0.15745,0.17904,0.76716,0.005248,0.005248,0.005248
26,10811.1,0.1822,0.68353,0.91638,0.98579,0.97356,0.99081,0.97108,0.15586,0.17941,0.76514,0.00505,0.00505,0.00505
27,11224.2,0.17764,0.67104,0.91409,0.9851,0.97386,0.99136,0.97153,0.15468,0.17494,0.76426,0.004852,0.004852,0.004852
28,11638.9,0.17554,0.65412,0.91362,0.98832,0.97303,0.99166,0.97186,0.15398,0.17703,0.76419,0.004654,0.004654,0.004654
29,12052.1,0.17513,0.6443,0.9129,0.98766,0.97542,0.99174,0.97233,0.1532,0.17474,0.7635,0.004456,0.004456,0.004456
30,12466.5,0.17258,0.63173,0.91246,0.98828,0.97577,0.99201,0.9726,0.15219,0.17298,0.76196,0.004258,0.004258,0.004258
31,12879.7,inf,0.62408,0.91082,0.98799,0.97657,0.99208,0.97271,0.15151,0.17052,0.76136,0.00406,0.00406,0.00406
32,13294.5,inf,0.61388,0.9121,0.98699,0.97765,0.99215,0.97253,0.15161,0.17038,0.76161,0.003862,0.003862,0.003862
33,13707.6,0.16901,0.59977,0.91099,0.98717,0.97808,0.99225,0.97278,0.15124,0.16829,0.76131,0.003664,0.003664,0.003664
34,14121.8,0.16743,0.5876,0.91084,0.98767,0.97752,0.99232,0.97277,inf,0.16776,0.7608,0.003466,0.003466,0.003466
35,14535.3,0.16543,0.58933,0.91033,0.98832,0.97777,0.99238,0.97306,inf,0.16634,0.76037,0.003268,0.003268,0.003268
36,14950.1,0.16195,0.56998,0.90909,0.98887,0.97842,0.99245,0.97296,inf,0.16383,0.75957,0.00307,0.00307,0.00307
37,15363.1,0.16167,0.55944,0.90902,0.98835,0.97914,0.99253,0.97307,0.14905,0.16235,0.75922,0.002872,0.002872,0.002872
38,15777.2,0.15822,0.54432,0.9083,0.9884,0.97918,0.99255,0.97322,inf,0.16094,0.75915,0.002674,0.002674,0.002674
39,16190.6,0.15861,0.53616,0.90767,0.98899,0.97825,0.99263,0.97328,inf,0.16018,0.75883,0.002476,0.002476,0.002476
40,16605.4,inf,0.53155,0.90775,0.98767,0.98,0.99269,0.97336,inf,0.15857,0.75868,0.002278,0.002278,0.002278
41,17027.9,0.13416,0.20808,0.873,0.99066,0.97803,0.99274,0.97352,inf,0.15624,0.75821,0.00208,0.00208,0.00208
42,17440.1,0.12852,0.19036,0.87015,0.99029,0.97862,0.99279,0.97381,inf,0.15368,0.75747,0.001882,0.001882,0.001882
43,17852.3,0.12609,0.18206,0.86708,0.98984,0.97904,0.99286,0.97398,0.14573,0.15179,0.75688,0.001684,0.001684,0.001684
44,18264.7,0.12199,0.17028,0.86621,0.99032,0.9792,0.99289,0.97424,0.14501,0.14991,0.75642,0.001486,0.001486,0.001486
45,18676.5,0.12101,0.16184,0.86705,0.98837,0.98207,0.99288,0.97426,0.14437,0.14845,0.7559,0.001288,0.001288,0.001288
46,19088.7,0.11818,0.15194,0.8657,0.98984,0.98123,0.99289,0.97443,0.14353,0.14604,0.75525,0.00109,0.00109,0.00109
47,19500.7,0.11543,0.14599,0.86135,0.98973,0.98162,0.9929,0.97479,0.14279,0.14463,0.75464,0.000892,0.000892,0.000892
48,19913.1,0.11415,0.14334,0.86297,0.99017,0.98158,0.99296,0.9751,0.14236,0.14322,0.75433,0.000694,0.000694,0.000694
49,20325.2,0.11229,0.13591,0.86253,0.99019,0.98168,0.99301,0.97515,0.14192,0.14214,0.75395,0.000496,0.000496,0.000496
50,20737.2,0.1097,0.12928,0.85994,0.98996,0.98204,0.99302,0.97528,0.14136,0.14054,0.75344,0.000298,0.000298,0.000298
